"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Tbd","1","test_class_method_as_step","tests","Sun Feb 22 13:35:35 UTC 2026","passed","Sun Feb 22 13:35:35 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Sun Feb 22 13:35:35 UTC 2026","passed","Sun Feb 22 13:35:35 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_custom_link","tests","Sun Feb 22 13:35:35 UTC 2026","passed","Sun Feb 22 13:35:35 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_inline_step","tests","Sun Feb 22 13:35:35 UTC 2026","passed","Sun Feb 22 13:35:35 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_attach_body","tests","Sun Feb 22 13:35:35 UTC 2026","passed","Sun Feb 22 13:35:35 UTC 2026","TestAllureOptions","allure_test","",""
" Tbd ","1412","test_valid_credentials","tests","Sun Feb 22 13:35:42 UTC 2026","passed","Sun Feb 22 13:35:43 UTC 2026","TestLogin","login_test","",""
"","0","test_issue_link","tests","Sun Feb 22 13:35:35 UTC 2026","passed","Sun Feb 22 13:35:35 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_nested_steps","tests","Sun Feb 22 13:35:35 UTC 2026","passed","Sun Feb 22 13:35:35 UTC 2026","TestAllureOptions","allure_test","",""
"","1","test_attach_file","tests","Sun Feb 22 13:35:35 UTC 2026","passed","Sun Feb 22 13:35:35 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_reusable_step","tests","Sun Feb 22 13:35:35 UTC 2026","passed","Sun Feb 22 13:35:35 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_link","tests","Sun Feb 22 13:35:35 UTC 2026","passed","Sun Feb 22 13:35:35 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_testcase_link","tests","Sun Feb 22 13:35:35 UTC 2026","passed","Sun Feb 22 13:35:35 UTC 2026","TestAllureOptions","allure_test","",""
" Tbd ","1260","test_invalid_credentials","tests","Sun Feb 22 13:35:44 UTC 2026","passed","Sun Feb 22 13:35:46 UTC 2026","TestLogin","login_test","",""
