"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_attach_body","tests","Sun May 17 14:18:28 UTC 2026","passed","Sun May 17 14:18:28 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_inline_step","tests","Sun May 17 14:18:28 UTC 2026","passed","Sun May 17 14:18:28 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_link","tests","Sun May 17 14:18:28 UTC 2026","passed","Sun May 17 14:18:28 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_issue_link","tests","Sun May 17 14:18:28 UTC 2026","passed","Sun May 17 14:18:28 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","1","test_reusable_step","tests","Sun May 17 14:18:28 UTC 2026","passed","Sun May 17 14:18:28 UTC 2026","TestAllureOptions","allure_test","",""
"","1","test_testcase_link","tests","Sun May 17 14:18:28 UTC 2026","passed","Sun May 17 14:18:28 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_class_method_as_step","tests","Sun May 17 14:18:28 UTC 2026","passed","Sun May 17 14:18:28 UTC 2026","TestAllureOptions","allure_test","",""
" Tbd ","1160","test_invalid_credentials","tests","Sun May 17 14:18:38 UTC 2026","passed","Sun May 17 14:18:39 UTC 2026","TestLogin","login_test","",""
" Tbd ","1535","test_valid_credentials","tests","Sun May 17 14:18:35 UTC 2026","passed","Sun May 17 14:18:36 UTC 2026","TestLogin","login_test","",""
"","0","test_custom_link","tests","Sun May 17 14:18:28 UTC 2026","passed","Sun May 17 14:18:28 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_nested_steps","tests","Sun May 17 14:18:28 UTC 2026","passed","Sun May 17 14:18:28 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_attach_file","tests","Sun May 17 14:18:28 UTC 2026","passed","Sun May 17 14:18:28 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Sun May 17 14:18:28 UTC 2026","passed","Sun May 17 14:18:28 UTC 2026","TestAllureOptions","allure_test","",""
