"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Tbd","1","test_reusable_step","tests","Thu Jan 08 13:32:32 UTC 2026","passed","Thu Jan 08 13:32:32 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_class_method_as_step","tests","Thu Jan 08 13:32:32 UTC 2026","passed","Thu Jan 08 13:32:32 UTC 2026","TestAllureOptions","allure_test","",""
"","1","test_issue_link","tests","Thu Jan 08 13:32:32 UTC 2026","passed","Thu Jan 08 13:32:32 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_link","tests","Thu Jan 08 13:32:32 UTC 2026","passed","Thu Jan 08 13:32:32 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_attach_body","tests","Thu Jan 08 13:32:32 UTC 2026","passed","Thu Jan 08 13:32:32 UTC 2026","TestAllureOptions","allure_test","",""
"","1","test_attach_file","tests","Thu Jan 08 13:32:32 UTC 2026","passed","Thu Jan 08 13:32:32 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_custom_link","tests","Thu Jan 08 13:32:32 UTC 2026","passed","Thu Jan 08 13:32:32 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_inline_step","tests","Thu Jan 08 13:32:32 UTC 2026","passed","Thu Jan 08 13:32:32 UTC 2026","TestAllureOptions","allure_test","",""
" Tbd ","1464","test_valid_credentials","tests","Thu Jan 08 13:32:43 UTC 2026","passed","Thu Jan 08 13:32:44 UTC 2026","TestLogin","login_test","",""
"","0","test_attach_body_with_default_kwargs","tests","Thu Jan 08 13:32:32 UTC 2026","passed","Thu Jan 08 13:32:32 UTC 2026","TestAllureOptions","allure_test","",""
"Tbd","0","test_nested_steps","tests","Thu Jan 08 13:32:32 UTC 2026","passed","Thu Jan 08 13:32:32 UTC 2026","TestAllureOptions","allure_test","",""
"","0","test_testcase_link","tests","Thu Jan 08 13:32:32 UTC 2026","passed","Thu Jan 08 13:32:32 UTC 2026","TestAllureOptions","allure_test","",""
" Tbd ","1243","test_invalid_credentials","tests","Thu Jan 08 13:32:46 UTC 2026","passed","Thu Jan 08 13:32:47 UTC 2026","TestLogin","login_test","",""
