"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 29 13:06:49 GMT 2024","Mon Apr 29 13:06:49 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_issue_link",""
"passed","Mon Apr 29 13:06:49 GMT 2024","Mon Apr 29 13:06:49 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_nested_steps","Tbd"
"passed","Mon Apr 29 13:06:49 GMT 2024","Mon Apr 29 13:06:49 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_class_method_as_step","Tbd"
"passed","Mon Apr 29 13:06:49 GMT 2024","Mon Apr 29 13:06:49 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_inline_step","Tbd"
"passed","Mon Apr 29 13:06:49 GMT 2024","Mon Apr 29 13:06:49 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_testcase_link",""
"passed","Mon Apr 29 13:06:49 GMT 2024","Mon Apr 29 13:06:49 GMT 2024","1","tests","allure_test","TestAllureOptions","","","test_attach_file",""
"passed","Mon Apr 29 13:06:49 GMT 2024","Mon Apr 29 13:06:49 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_attach_body",""
"passed","Mon Apr 29 13:06:49 GMT 2024","Mon Apr 29 13:06:49 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_link",""
"passed","Mon Apr 29 13:06:49 GMT 2024","Mon Apr 29 13:06:49 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_reusable_step","Tbd"
"passed","Mon Apr 29 13:06:49 GMT 2024","Mon Apr 29 13:06:49 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_attach_body_with_default_kwargs",""
"passed","Mon Apr 29 13:06:53 GMT 2024","Mon Apr 29 13:06:54 GMT 2024","1203","tests","login_test","TestLogin","","","test_invalid_credentials"," Tbd "
"passed","Mon Apr 29 13:06:49 GMT 2024","Mon Apr 29 13:06:49 GMT 2024","0","tests","allure_test","TestAllureOptions","","","test_custom_link",""
"passed","Mon Apr 29 13:06:50 GMT 2024","Mon Apr 29 13:06:52 GMT 2024","1210","tests","login_test","TestLogin","","","test_valid_credentials"," Tbd "
